line,city,state code,postal code,property_id,rdc_web_url,original description,normalized description,keyword_label,human label
7634 Absinth Dr,Atlanta,GA,30349,M5817137204,https://www.realtor.com/realestateandhomes-detail/7634-Absinth-Dr_Atlanta_GA_30349_M58171-37204,"Beautiful four bedroom, two and a half bath home located in well sought after South Fulton community of Palmetto Farms. This well maintained home has laminate flooring throughout downstairs and in the master bedroom. It has a nice size living room and separate formal dining room, spacious kitchen with beautiful cabinetry and breakfast nook. The cozy living room has a gas fireplace ready just in time for the winter weather. The owner's suite is huge and has a nice sitting area. The master bath has a double vanity and a large walk-in closet. Nice size fenced in yard.",beautiful four bedroom two half bath home locate well seek south fulton community palmetto farm well maintain home laminate floor throughout downstairs master bedroom nice size live room separate formal din room spacious kitchen beautiful cabinetry breakfast nook cozy live room gas fireplace ready time winter weather owners suite huge nice sit area master bath double vanity large walkin closet nice size fence yard,not-distressed,not-distressed
1055 W 33rd St,Indianapolis,IN,46208,M4878459753,https://www.realtor.com/realestateandhomes-detail/1055-W-33rd-St_Indianapolis_IN_46208_M48784-59753,"Very Large 5 Bedroom 2 Full Bath Home That With a Little TLC Could Be a Great Home for Occupants or Setup Nicely for Rental. This Neighborhood Hs Great Potential, High Quality Rehabs, New Construction, Don't Wait! Nice Hardwood Floors, Updated Windows. This Home Sale is Only for the Parcel Armstrong Park Add L551 Not the Adjoined Lot.",large 5 bedroom 2 full bath home little tlc could great home occupants setup nicely rental neighborhood hs great potential high quality rehabs new construction dont wait nice hardwood floor update windows home sale parcel armstrong park add l551 adjoin lot,distressed,distressed
2609 W 100th Pl,Chicago,IL,60655,M8794642503,https://www.realtor.com/realestateandhomes-detail/2609-W-100th-Pl_Chicago_IL_60655_M87946-42503,Estate Sale in As-Is condition offers great opportunity to rehab and instant equity.  Cul-de-sac Brick Georgian with side drive on 4884 SF lot 30x101x105x135. Oak hardwood floors on 1st and 2nd floors.  Unfinished basement. Hot water tank 2017. Circuit breaker electric. Huge backyard.,estate sale asis condition offer great opportunity rehab instant equity culdesac brick georgian side drive 4884 sf lot 30x101x105x135 oak hardwood floor 1st 2nd floor unfinished basement hot water tank 2017 circuit breaker electric huge backyard,distressed,distressed
6037 Shallow Springs St,Las Vegas,NV,89130,M1987376866,https://www.realtor.com/realestateandhomes-detail/6037-Shallow-Springs-St_Las-Vegas_NV_89130_M19873-76866,"LUXURY LIVING BEHIND THE GATES IS RIGHT HERE IN THIS STUNNING SINGLE STORY GEM MAGNIFICENT ENTRY SHOWCASES EXQUISITE LIGHTING THROUGHOUT. BRIGHT, OPEN FLOOR PLAN & HIGH VOLUME CEILINGS. WARM, COZY FIREPLACE FRAMES A MAGNIFICENT SUNSET VIEW OF THE MOUNTAIN RANGE. INCREDIBLE FLOORING. GOURMET KITCHEN FEATURES STONE COUNTERS, STAINLESS STEEL APPLIANCES PANTRY & BREAKFAST BAR OPEN TO THE FAMILY AREA & DINING AREA. AMPLE STORAGE. THE MASTER SUITE IS SEPARATE FROM OTHER BEDROOMS & FEATURES A LARGE, WALK-IN CLOSET. PERFECTLY SITUATED ON A SPACIOUS LARGE LOT, YOU'LL FIND A LOW MAINTENANCE POOL SIZED BACKYARD THAT'S THE PERFECT SPOT TO ENTERTAIN & RELAX WITH FAMILY, FRIENDS, & LOVED ONES. EVEN A CREATE A BASKETBALL COURT! GET READY TO FALL IN LOVE!",luxury live behind gate right stun single story gem magnificent entry showcases exquisite light throughout bright open floor plan high volume ceilings warm cozy fireplace frame magnificent sunset view mountain range incredible floor gourmet kitchen feature stone counter stainless steel appliances pantry breakfast bar open family area din area ample storage master suite separate bedrooms feature large walkin closet perfectly situate spacious large lot youll find low maintenance pool size backyard thats perfect spot entertain relax family friends love ones even create basketball court get ready fall love,not-distressed,not-distressed
488 Joseph E Lowery Blvd NW,Atlanta,GA,30314,M5534525687,https://www.realtor.com/realestateandhomes-detail/488-Joseph-E-Lowery-Blvd-NW_Atlanta_GA_30314_M55345-25687,"Great home for savvy investor and lots of potential. Won't last long. Sold As-Is - no warranties, enter at own risk.",great home savvy investor lot potential wont last long sell asis warranties enter risk,distressed,distressed
409 Lynda Ln,Arlington,TX,76010,M7312030308,https://www.realtor.com/realestateandhomes-detail/409-Lynda-Ln_Arlington_TX_76010_M73120-30308,"INVESTOR SPECIAL Don't miss the opportunity to own this unique Arlington property with so much potential! Downstairs has 2 bedrooms + a full bath, kitchen, family & utility rooms. Upstairs has 2 bedrooms, 2 full baths, secondary kitchen & living areas. The second living space can also be accessed by a separate outdoor entrance coming up from the garage & side of the house. Remove the upstairs kitchen and the 2nd level could easily be 3 bedrooms-making it 5 bedrooms with 3 full baths. AS-IS sale. Cash offers only. All information deemed reliable; buyer & agent should verify & be prepared to empty property. Offers accepted until 12:00 p.m. CST on 11.23.2020. MULTI OFFERS - ORIG OFFER DEADLINE EXPIRED",investor special dont miss opportunity unique arlington property much potential downstairs 2 bedrooms full bath kitchen family utility room upstairs 2 bedrooms 2 full bath secondary kitchen live areas second live space also access separate outdoor entrance come garage side house remove upstairs kitchen 2nd level could easily 3 bedroomsmaking 5 bedrooms 3 full bath asis sale cash offer information deem reliable buyer agent verify prepare empty property offer accept 1200 pm cst 11232020 multi offer orig offer deadline expire,distressed,distressed
2236 Hartline Dr,Dallas,TX,75228,M7057028851,https://www.realtor.com/realestateandhomes-detail/2236-Hartline-Dr_Dallas_TX_75228_M70570-28851,"Investor package consisting of this house, one full duplex and three condos. Owner may consider selling condos separate package. Price is $995, 000 . MLS 'S 14463648, 14463657, 14463620, 14463232.This single story home has hardwood floors. Living area, dining area, and kitchen. Good closet space. Fenced back yard. Long term tenant is on month to month lease at $1275 rent. Showings will be during option period. Do not disturb tenant.",investor package consist house one full duplex three condos owner may consider sell condos separate package price 995 000 mls 14463648 14463657 14463620 14463232this single story home hardwood floor live area din area kitchen good closet space fence back yard long term tenant month month lease 1275 rent show option period disturb tenant,not-distressed,distressed
29 E Rosevear St,Orlando,FL,32804,M5529985724,https://www.realtor.com/realestateandhomes-detail/29-E-Rosevear-St_Orlando_FL_32804_M55299-85724,"Like a Property Brothers' dream home, some elbow grease and TLC could get you featured on HGTV. Opportunity awaits to own a College Park home in the charming neighborhood south of Par St. near Formosa Ave. Or use the lot to build an entirely new dream home.",like property brothers dream home elbow grease tlc could get feature hgtv opportunity await college park home charm neighborhood south par st near formosa ave use lot build entirely new dream home,distressed,distressed
2180 Pryor Rd SW,Atlanta,GA,30315,M5036846545,https://www.realtor.com/realestateandhomes-detail/2180-Pryor-Rd-SW_Atlanta_GA_30315_M50368-46545,"Great opportunity to own this newly renovated 4BR/3BA home on a nice lot. This home offers an open concept LR/DR combo over looking the kitchen with plenty of cabinet space, granite countertop, tiled flooring and stainless steel appliances. New light fixtures, new roof, new A/C, new carpet, new floors throughout and freshly paint inside and out. This home has 2 master suites one upstairs with double vanity and one on the main level which can also be a bonus room. Private fenced in backyard and nice size storage shed with power. This is the perfect home on a level lot with easy access to I-85 and I-75, also less than 10 minutes from the Airport and Downtown.",great opportunity newly renovate 4br3ba home nice lot home offer open concept lrdr combo look kitchen plenty cabinet space granite countertop tile floor stainless steel appliances new light fixtures new roof new ac new carpet new floor throughout freshly paint inside home 2 master suit one upstairs double vanity one main level also bonus room private fence backyard nice size storage shed power perfect home level lot easy access i85 i75 also less 10 minutes airport downtown,not-distressed,not-distressed
7135 Long Canyon Trl,Dallas,TX,75249,M8701689840,https://www.realtor.com/realestateandhomes-detail/7135-Long-Canyon-Trl_Dallas_TX_75249_M87016-89840,WE ARE UNDER MULITIPULE OFFERS PLEASE HAVE BEST AND FINAL IN BY 3 PM TODAY LOVELY REMODELED HOME BUIT BY FOX AND JACOBS OCCUPIED 2 YEARS SINCE HOME WAS REVAMPED BY SINGLE ADULT SO HOME IS LIKE NEW DECORATIVE TOUCHED THROUGHOUT MAKE THIS THE ONE TO LOOK AT GREAT FAMILY HOME WITH NICE BACKYARD HOME IS SITUATED ON A CURVE SO THE LOT IS ALMOST PIE SHAPED DONT MISS OUT ON THIS LIKE NEW HOME HOME IS OCCUPIED PHOTOS WHERE TAKEN PRIOR TO MOVIN SHOWING REMODEL WORK,mulitipule offer please best final 3 pm today lovely remodel home buit fox jacobs occupy 2 years since home revamp single adult home like new decorative touch throughout make one look great family home nice backyard home situate curve lot almost pie shape dont miss like new home home occupy photos take prior movin show remodel work,not-distressed,not-distressed
626 Handley Ave SW,Atlanta,GA,30310,M5751422919,https://www.realtor.com/realestateandhomes-detail/626-Handley-Ave-SW_Atlanta_GA_30310_M57514-22919,"Showings Sat 1:15 to 2:15. All offers must be received by Sunday at Noon. 4/2 Brick with carport and basement in hot Westview. Beecher Hills Elementary. Home is currently rented with AHA tenant at $1400 per month. Lease has a 60 day tenant vacate clause. Basement has separate entrance and the foundation has a lifetime water proofing seal. Newer roof and windows. Home has passed recent AHA annual inspection. Seller prefers to close before 12/31, short due diligence and one inspection. Do not walk property or disturb tenant. Walk to Beltline/John White. Appointments with Listing Agent only. DO NOT USE SHOWINGTIME. Minimum of 24 hours required.",show sit 115 215 offer must receive sunday noon 42 brick carport basement hot westview beecher hill elementary home currently rent aha tenant 1400 per month lease 60 day tenant vacate clause basement separate entrance foundation lifetime water proof seal newer roof windows home pass recent aha annual inspection seller prefer close 1231 short due diligence one inspection walk property disturb tenant walk beltlinejohn white appointments list agent use showingtime minimum 24 hours require,not-distressed,remove
2520 E 72nd Pl,Chicago,IL,60649,M7735560865,https://www.realtor.com/realestateandhomes-detail/2520-E-72nd-Pl_Chicago_IL_60649_M77355-60865,"Cute little South Shore 3/1 in need of TLC will make a perfect fix-n-flip project for the experienced renovator. Maybe expand the bedroom and bathroom count to maximize rental income or ARV profit? 4 minutes to shopping at Jeffrey Plaza and just an 3 minute walk to the South Shore Metra stop. (Available as part of a 4 home package including: 8849 S. Wallace, 3023 E. 79th Place, 2520 E. 72nd Place & 7838 S. Ingleside. Package price: $270, 000)",cute little south shore 31 need tlc make perfect fixnflip project experience renovator maybe expand bedroom bathroom count maximize rental income arv profit 4 minutes shop jeffrey plaza 3 minute walk south shore metra stop available part 4 home package include 8849 wallace 3023 e 79th place 2520 e 72nd place 7838 ingleside package price 270 000,distressed,distressed
2710 Douglas Ave Apt 134,Dallas,TX,75219,M8684199271,https://www.realtor.com/realestateandhomes-detail/2710-Douglas-Ave-Apt-134_Dallas_TX_75219_M86841-99271,"1 BDR Condo-Fresh, Clean & Easy to show. Kitchen is a cook's dream professionally designed and remodeled. One of the nicest kitchens I have seen in this price range. Beautiful spa inspired bath with accent tile and beautiful quartz accents.  Bright kitchen & bath updated with custom cabinetry and extensive quartz countertops. Master bedroom has built-in bookshelves to provide additional storage, new floor in the kitchen and bath. Gated community features pool, trees and security coded entrance. Recently added laundry utility area with washer-dryer steam combo.  Great location close proximity to Shops, downtown and highways. COZY, COMFY & SECURE, MOVE IN READY!",1 bdr condofresh clean easy show kitchen cook dream professionally design remodel one nicest kitchens see price range beautiful spa inspire bath accent tile beautiful quartz accent bright kitchen bath update custom cabinetry extensive quartz countertops master bedroom builtin bookshelves provide additional storage new floor kitchen bath gate community feature pool tree security cod entrance recently add laundry utility area washerdryer steam combo great location close proximity shop downtown highways cozy comfy secure move ready,not-distressed,not-distressed
3902 N 86th St,Scottsdale,AZ,85251,M1601774298,https://www.realtor.com/realestateandhomes-detail/3902-N-86th-St_Scottsdale_AZ_85251_M16017-74298,"Home Sweet Home! You'll fall in love with this charming home located in Scottsdale with no HOA! This wonderful 3 bedroom, 2 bathroom home greets you with immaculate curb appeal! Inside the home, there is a nice size living room and dining room! Your wonderful kitchen features matching white appliances, ample cabinet and countertop space and a breakfast bar! The hallway has tons of storage space and leads back to the bedrooms! Each of the bedrooms are an excellent size with plenty of space for the whole family to live comfortably. The bonus family room is an excellent space to gather with friends around the brick fireplace for a game night or movie night! Your large backyard is a blank canvas for you to design your own personal oasis! Don't miss out on the wonderful opportunity to make this Scottsdale house your dream home! Schedule your showing today!",home sweet home youll fall love charm home locate scottsdale hoa wonderful 3 bedroom 2 bathroom home greet immaculate curb appeal inside home nice size live room din room wonderful kitchen feature match white appliances ample cabinet countertop space breakfast bar hallway tons storage space lead back bedrooms bedrooms excellent size plenty space whole family live comfortably bonus family room excellent space gather friends around brick fireplace game night movie night large backyard blank canvas design personal oasis dont miss wonderful opportunity make scottsdale house dream home schedule show today,distressed,distressed
1748 Suffolk Dr,Clearwater,FL,33756,M6248125627,https://www.realtor.com/realestateandhomes-detail/1748-Suffolk-Dr_Clearwater_FL_33756_M62481-25627,AS IS CASH OFFERS ONLY. INVESTOR SPECIAL. NEEDS WORK. FANTASTIC LOCATION - COULD BE BEAUTIFUL. ONE OWNER HAS REAL ESTATE LICENSE IN FLORIDA,cash offer investor special need work fantastic location could beautiful one owner real estate license florida,distressed,distressed
4324 N Hawthorne St,Spokane,WA,99205,M2523491378,https://www.realtor.com/realestateandhomes-detail/4324-N-Hawthorne-St_Spokane_WA_99205_M25234-91378,"Adorable and charming home in the Garland area! Updated and Move-in ready 2 Bed/1 Bath plus a full unfinished basement. Beautiful hardwood floors, built-ins around the fireplace (ready for gas insert), granite counters, butcher block kitchen bar counter, Stainless Steel appliances. Other improvements include a high efficiency furnace, vinyl windows, new gutters, and newer gas hot water tank. Outside features include a fenced backyard, raised garden beds and a detached single car garage.",adorable charm home garland area update movein ready 2 bed1 bath plus full unfinished basement beautiful hardwood floor builtins around fireplace ready gas insert granite counter butcher block kitchen bar counter stainless steel appliances improvements include high efficiency furnace vinyl windows new gutter newer gas hot water tank outside feature include fence backyard raise garden bed detach single car garage,not-distressed,not-distressed
820 87th Ave N,Saint Petersburg,FL,33702,M5658862022,https://www.realtor.com/realestateandhomes-detail/820-87th-Ave-N_Saint-Petersburg_FL_33702_M56588-62022,"This adorable 3 bedroom 1.5 bath home is a perfect starter home at an amazing price! Conveniently located and zoned for some of the best Schools in North St. Pete, this home is just minutes from 275, Gandy, and US 19 as well as Downtown St. Pete, making it perfect for any commute. The spacious fully fenced in backyard has multiple gates for easy access (perfect for a boat or RV!), as well as a shed for storage, and with plenty of room for a pool or deck for and entertaining area it is ready to be converted into the backyard oasis of your dreams! Additionally the home features a fully enclosed and screened front and back patio, with the back porch leading directly to the laundry room and a bathroom - perfect for easy access as you come inside from working in the yard or any of your other outdoor projects! Step inside the home and take note of the great layout, with a convenient eating space and all wood cabinets in the kitchen, which overlooks an additional room that can be used as a living dining room combo, family room, or even a third bedroom! Newer roof (replaced in 2019), this home won't be around long, come check it out today!",adorable 3 bedroom 15 bath home perfect starter home amaze price conveniently locate zone best school north st pete home minutes 275 gandy us 19 well downtown st pete make perfect commute spacious fully fence backyard multiple gate easy access perfect boat rv well shed storage plenty room pool deck entertain area ready convert backyard oasis dream additionally home feature fully enclose screen front back patio back porch lead directly laundry room bathroom perfect easy access come inside work yard outdoor project step inside home take note great layout convenient eat space wood cabinets kitchen overlook additional room use live din room combo family room even third bedroom newer roof replace 2019 home wont around long come check today,distressed,distressed
9027 Meadowmont View Dr,Charlotte,NC,28269,M6407885517,https://www.realtor.com/realestateandhomes-detail/9027-Meadowmont-View-Dr_Charlotte_NC_28269_M64078-85517,"MULTIPLE OFFERS RECEIVED. ALL OFFERS TO BE REVIEWED AT 2PM 11/8/20. PICTURE PERFECT! Beautiful 2BR/2.5BA home w/loft that can easily be converted to a third bedroom....it already has a closet! Open & inviting floor plan w/soaring two-story family room w/gas log fireplace. Recent remodel will knock your socks off! Includes: fresh paint, removed popcorn ceiling, updated fireplace (w/stone, cabinet & new mantle), all new flooring throughout (except bathrooms), new outlets, switches, fixtures, fans, SS kitchen appliances, gorgeous granite counter tops, backsplash, all-new cabinets & new kitchen island. Downstairs half-bath features new toilet, sink, lighting, paint & chair-rail molding. Primary & secondary closets boast amazing built-ins for all of your storage needs. Relax in comfort in your private backyard oasis complete with firepit, sitting area, fountain, raised garden bed, paver patio, beautiful landscaping & solar lighting. The list goes on! Fabulous location!",multiple offer receive offer review 2pm 11820 picture perfect beautiful 2br25ba home wloft easily convert third bedroomit already closet open invite floor plan wsoaring twostory family room wgas log fireplace recent remodel knock sock include fresh paint remove popcorn ceiling update fireplace wstone cabinet new mantle new floor throughout except bathrooms new outlets switch fixtures fan ss kitchen appliances gorgeous granite counter top backsplash allnew cabinets new kitchen island downstairs halfbath feature new toilet sink light paint chairrail mold primary secondary closet boast amaze builtins storage need relax comfort private backyard oasis complete firepit sit area fountain raise garden bed paver patio beautiful landscape solar light list go fabulous location,distressed,not-distressed
10107 Tamalpais Dr,Dallas,TX,75217,M7517328846,https://www.realtor.com/realestateandhomes-detail/10107-Tamalpais-Dr_Dallas_TX_75217_M75173-28846,"Beautiful tastefully remodeled home. Open kitchen with granite counters and glass tile back splash accented with glass cabinet doors. Dining area will accommodate a large family with gorgeous chandelier. 10x10 utility room.3 bedrooms with a flex room that could be a office, being used as 4th bedroom now. Large covered patio great for entertaining. Storage building in back.",beautiful tastefully remodel home open kitchen granite counter glass tile back splash accent glass cabinet doors din area accommodate large family gorgeous chandelier 10x10 utility room3 bedrooms flex room could office use 4th bedroom large cover patio great entertain storage build back,not-distressed,not-distressed
4205 Drexel Ave,Madison,WI,53716,M7545361486,https://www.realtor.com/realestateandhomes-detail/4205-Drexel-Ave_Madison_WI_53716_M75453-61486,"HUD Case #581-365486. Discover this wonderful home in desirable Lake Edge Park subdivision! Main floor features a large living room, bedroom, full bath (w/ whirlpool tub), & large sunroom overlooking gorgeous fenced backyard! Park like yard has numerous beautiful trees, raspberry bushes, & foliage. Large deck & 2 car garage. Located within walking distance to Olbrich Park, Lake Loop Bike Path, & Lake Monona. This a HUD home. Eligible for FHA 203k. FHA Financing: IN (Insured). Finance Terms: Cash, FHA, FHA 203k, Conventional. Available beginning 10/07/20. Bid Deadline: Bids due on or before 10-16-20 @ 11:59 pm Central Time then daily until sold. For a property condition report, forms, disclosures & availability visit HUD site. Buyer to verify all information. LBP Addendum.",hud case 581365486 discover wonderful home desirable lake edge park subdivision main floor feature large live room bedroom full bath w whirlpool tub large sunroom overlook gorgeous fence backyard park like yard numerous beautiful tree raspberry bush foliage large deck 2 car garage locate within walk distance olbrich park lake loop bike path lake monona hud home eligible fha 203k fha finance insure finance term cash fha fha 203k conventional available begin 100720 bid deadline bid due 101620 1159 pm central time daily sell property condition report form disclosures availability visit hud site buyer verify information lbp addendum,distressed,distressed
813 Drummond Dr,Arlington,TX,76012,M8676097553,https://www.realtor.com/realestateandhomes-detail/813-Drummond-Dr_Arlington_TX_76012_M86760-97553,"Wonderfully maintained home ready for new family to make it their own. 3 bedrooms 2 bathrooms with formal living and den, kitchen opens to den with breakfast area, original wood floors in living and bedrooms. Large covered back porch where you can enjoy the large back yard complete with workshop with electric, storage shed, full sprinkler system, garage is partially enclosed leaving room for small car or storage. Foundation repair completed, just a few cosmetics left for you to make it your own. Priced to sell accordingly",wonderfully maintain home ready new family make 3 bedrooms 2 bathrooms formal live den kitchen open den breakfast area original wood floor live bedrooms large cover back porch enjoy large back yard complete workshop electric storage shed full sprinkler system garage partially enclose leave room small car storage foundation repair complete cosmetics leave make price sell accordingly,distressed,distressed
5709 Trail Crest Dr,Arlington,TX,76017,M7129194058,https://www.realtor.com/realestateandhomes-detail/5709-Trail-Crest-Dr_Arlington_TX_76017_M71291-94058,"This Beautiful well maintained home has a spacious floor plan. A large living area welcomes you in with a brick fireplace. The home is nestled in a neighborhood with beautiful trees and quick access to I-20 & 287.The property is move -in condition, however, is an as-is sale, no repairs. Information deemed reliable but not guaranteed. Buyer to verify all information herein, including sq footage, room size and schools.",beautiful well maintain home spacious floor plan large live area welcome brick fireplace home nestle neighborhood beautiful tree quick access i20 287the property move condition however asis sale repair information deem reliable guarantee buyer verify information herein include sq footage room size school,distressed,distressed
6834 Firebird Dr,Orlando,FL,32810,M5017023174,https://www.realtor.com/realestateandhomes-detail/6834-Firebird-Dr_Orlando_FL_32810_M50170-23174,"Lovely Citrus Cove Home Located in the Heart of Orlando that shows Pride of Ownership. The Modern Kitchen Boasts Granite Countertops, Stainless Steel Appliances featuring a Large Gourmet Refrigerator and Cherrywood Cabinets. The Foyer leads into a wide open Family area for entertaining and sharing meals in the well lit dinette area that leads out to the screened in patio area via sliding glass doors. Note the Bright Ceramic tile floors throughout the entire home which are easy to maintain and will last you for many years to come. Beautiful Crown molding that adds even more character to your lovely home. The Main bathroom has a Contemporary look with a combination tub/shower that has bright tile accented by an attractive backsplash, modern sink and toilet. The Master bedroom features a two tall windows to allow plenty of light and an in-suite Master bathroom. The family area and the bedrooms have ceiling fans with lights. New Privacy fence, Freshly Graveled landscaping and Firepit were installed this year. Stay cool by taking a dip in the New Pool and enjoy the shade provided by the New Electrically Retractable Awning these were both installed this summer. You'll have plenty of space for parking two cars and still have room for storage in the spacious garage that's easily accessible from the kitchen. The Central AC/Heating unit was replaced in 2018 and the Roof was replaced in 2017. Whether it's going to work, shopping, attending school or enjoying some of the great attractions your within a Fifteen to Forty Five min from it all. So make your appointment to view this Beauty of a home today.",lovely citrus cove home locate heart orlando show pride ownership modern kitchen boast granite countertops stainless steel appliances feature large gourmet refrigerator cherrywood cabinets foyer lead wide open family area entertain share meals well light dinette area lead screen patio area via slide glass doors note bright ceramic tile floor throughout entire home easy maintain last many years come beautiful crown mold add even character lovely home main bathroom contemporary look combination tubshower bright tile accent attractive backsplash modern sink toilet master bedroom feature two tall windows allow plenty light insuite master bathroom family area bedrooms ceiling fan light new privacy fence freshly gravel landscape firepit instal year stay cool take dip new pool enjoy shade provide new electrically retractable awning instal summer youll plenty space park two cars still room storage spacious garage thats easily accessible kitchen central acheating unit replace 2018 roof replace 2017 whether go work shop attend school enjoy great attractions within fifteen forty five min make appointment view beauty home today,not-distressed,undecided
728 W Montgomery Ave,Spokane,WA,99205,M2768362034,https://www.realtor.com/realestateandhomes-detail/728-W-Montgomery-Ave_Spokane_WA_99205_M27683-62034,"This home built in 1908 is full of historic charm with wood beam ceilings, built-in shelves and benches, antique pocket door, a covered front porch, wood floors, vinyl windows, detached garage, garden space and a ton of potential waiting to be restored.",home build 1908 full historic charm wood beam ceilings builtin shelve bench antique pocket door cover front porch wood floor vinyl windows detach garage garden space ton potential wait restore,not-distressed,distressed
3976 Adamsville Dr SW,Atlanta,GA,30331,M6487222506,https://www.realtor.com/realestateandhomes-detail/3976-Adamsville-Dr-SW_Atlanta_GA_30331_M64872-22506,"stunning Ranch. 4 brick sides UNIQUE in the area with walk-in closet in master, storage, and a wide and modern deck. RECENTLY RENOVATED 3/2 bathrooms. HARDWOOD FLOORS IN THE ENTIRE HOUSE, open concept kitchen view to the living room, NEW: STAINLESS STEEL APPLIANCES, STONE COUNTERTOP in kitchen, Windows, A/C, NEW ELECTRIC WIRES and plumbing. this property has been renovated to satisfy the most demanding homebuyers. fresh paint, ready to move.",stun ranch 4 brick side unique area walkin closet master storage wide modern deck recently renovate 32 bathrooms hardwood floor entire house open concept kitchen view live room new stainless steel appliances stone countertop kitchen windows ac new electric wire plumb property renovate satisfy demand homebuyers fresh paint ready move,not-distressed,not-distressed
9467 4th Ave,Orlando,FL,32824,M5688686852,https://www.realtor.com/realestateandhomes-detail/9467-4th-Ave_Orlando_FL_32824_M56886-86852,"Enjoy spacious living in the quiet, yet centrally located, Taft neighborhood of South Orlando! This beautiful, 4-bedroom-2-bathroom, block home is move-in-ready. Built in 2006 by the seller (and only owner), it has been exceptionally maintained ever since. You will find tile and laminate throughout its 1, 843 heated square foot living space, along with granite countertops, solid wood cabinets, stainless steel appliances, and freshly painted 2-car garage. The property itself is landscaped and fenced with a peaceful back yard that is easy to be enjoyed. In preparation for selling, the owner had a brand new garage door installed, along with routine maintenance work done on all of the systems (AC, electrical, and septic tank) to ensure that they are in good working order for the new owner. This property is located just 10 minutes from the Florida Mall and Orlando International Airport, and has easy access to the 528 and Florida's Turnpike. This is a quality property and is not expected to last long on the market. Call or text today!",enjoy spacious live quiet yet centrally locate taft neighborhood south orlando beautiful 4bedroom2bathroom block home moveinready build 2006 seller owner exceptionally maintain ever since find tile laminate throughout 1 843 heat square foot live space along granite countertops solid wood cabinets stainless steel appliances freshly paint 2car garage property landscape fence peaceful back yard easy enjoy preparation sell owner brand new garage door instal along routine maintenance work do systems ac electrical septic tank ensure good work order new owner property locate 10 minutes florida mall orlando international airport easy access 528 floridas turnpike quality property expect last long market call text today,not-distressed,undecided
334 E Woodland Ave,Fort Wayne,IN,46803,M3309218213,https://www.realtor.com/realestateandhomes-detail/334-E-Woodland-Ave_Fort-Wayne_IN_46803_M33092-18213,"Opportunity and potential await the skilled homeowner or investor on this 3BR /1BA home - roof, furnace and water heater appear newer - covered porch to enjoy in the summer - basement for extra storage - formal dining room - walk up attic for more room as well - take a look today and make your best offer. Hurry , this will go fast - sold as-is. Cash offers only. Taxes may change based on exemptions or lack there of.",opportunity potential await skilled homeowner investor 3br 1ba home roof furnace water heater appear newer cover porch enjoy summer basement extra storage formal din room walk attic room well take look today make best offer hurry go fast sell asis cash offer tax may change base exemptions lack,distressed,distressed
11725 Cuxham Dr,Orlando,FL,32837,M6120762711,https://www.realtor.com/realestateandhomes-detail/11725-Cuxham-Dr_Orlando_FL_32837_M61207-62711,"Welcome to this Southchase 2/2 Bungalow-style freshly updated home. This adorable home is located in Blue Ridge I within the masterplanned community of Southchase. Freshly landscaped and painted gives this home an updated curb appeal that is very inviting. Once inside the laminate wood flooring has a warm wood color that contrasts nicely with the newly painted interior walls along with updated base boards. This open concept with painted cabinets, solid stone granite countertops, subway pattern backsplash along with new stainless appliances allows you to work in the kitchen and entertain at the same time. Once of the best selling features of this updated home is the huge covered and screened int patio just off of the main living space. Open of the sliders and let the fresh air come through while entertaining inside and outside. Home has over 1000 square feet of living space, updated A/C, new garage door and is located near the end of a culdesac. With low HOA dues, Southchase offers a playground, tennis courts and basketball courts to enjoy. This home is centrally located between Orlando International Airport and the world-famous theme parks with easy access to the Beachline (528) and FL Turnpike. Schedule your showing today!",welcome southchase 22 bungalowstyle freshly update home adorable home locate blue ridge within masterplanned community southchase freshly landscape paint give home update curb appeal invite inside laminate wood floor warm wood color contrast nicely newly paint interior wall along update base board open concept paint cabinets solid stone granite countertops subway pattern backsplash along new stainless appliances allow work kitchen entertain time best sell feature update home huge cover screen int patio main live space open sliders let fresh air come entertain inside outside home 1000 square feet live space update ac new garage door locate near end culdesac low hoa dues southchase offer playground tennis court basketball court enjoy home centrally locate orlando international airport worldfamous theme park easy access beachline 528 fl turnpike schedule show today,not-distressed,not-distressed
1134 N Dawn Dr,Boise,ID,83713,M9899315911,https://www.realtor.com/realestateandhomes-detail/1134-N-Dawn-Dr_Boise_ID_83713_M98993-15911,"Pick your selections & build your dream home! Price includes the following selections within reason - countertops, laminate flooring, tile shower color, & exterior/interior paint colors. Features include breakfast nook, kitchen island, gas range, & 9x8 wide garage doors. Appliance package included. Fireplace shown in pictures may be added for additional cost. Wonderful location close to Cloverdale Memorial Park & minutes from shopping!",pick selections build dream home price include follow selections within reason countertops laminate floor tile shower color exteriorinterior paint color feature include breakfast nook kitchen island gas range 9x8 wide garage doors appliance package include fireplace show picture may add additional cost wonderful location close cloverdale memorial park minutes shop,not-distressed,not-distressed
